方向编号,方向,支撑关系,序号,标题,作者,出处,年份,国别,被引,类型,DOI,OpenAlexID
E1,养殖物联网感知与低功耗传感网络,支撑 D1/D3/D5,1,Robust Joint Synchronization and Localization Algorithm and Deployment Method for Underwater Wireless Sensor Network Under Polar Ice Shelves,"Xulin Liu, Yongqiang Tian, Wei Chen, Zewen Tao, Jianxing Leng, Ming Li",OCEANS 2026 Sanya,2026,国内,0,工程落地,10.1109/oceans66983.2026.11616918,oceans66983.2026.11616918
E1,养殖物联网感知与低功耗传感网络,支撑 D1/D3/D5,2,Enhancing Network Resilience: High Efficient Deployment Based on Digital Twin for Underwater Wireless Sensor Networks,"Cangzhu Xu, Shanshan Song, Anfeng Li, Jun Liu",IEEE Transactions on Mobile Computing,2026,国内,0,工程落地,10.1109/tmc.2026.3701059,tmc.2026.3701059
E1,养殖物联网感知与低功耗传感网络,支撑 D1/D3/D5,3,Bioelectrochemical‐Augmented Hybrid PV‐Battery System for Off‐Grid Aquaculture Internet of Things Monitoring,"Afef Bohli, Ridha Bouallegue",IET Wireless Sensor Systems,2026,国外,0,工程落地,10.1049/wss2.70027,wss2.70027
E1,养殖物联网感知与低功耗传感网络,支撑 D1/D3/D5,4,An Intelligent IoT-Based Wireless Sensor Network System for Precision Agricultural Monitoring,Virendra Kumar Sharma,International Journal for Research in Applied Science and Engineering Technology,2026,国外,0,工程落地,10.22214/ijraset.2026.78541,ijraset.2026.78541
E1,养殖物联网感知与低功耗传感网络,支撑 D1/D3/D5,5,IoT‐Based Food Quality Monitoring System,"Rashmi Tailor, Smit Parikh, Kamalakannan Kumar, Thomas Collins, Hosam El‐Ocla",IET Wireless Sensor Systems,2025,国外,11,工程落地,10.1049/wss2.70008,wss2.70008
E1,养殖物联网感知与低功耗传感网络,支撑 D1/D3/D5,6,Attack Detection and Optimal Deployment for Underwater Constrained Wireless Sensor Networks via Hybrid Trust Evidence,"Bin Jiang, Ronghao Zhou, Fei Luo, Xuerong Cui, Huihui Helen Wang, Houbing Herbert Song",IEEE Transactions on Network Science and Engineering,2025,国内,6,工程落地,10.1109/tnse.2025.3539320,tnse.2025.3539320
E1,养殖物联网感知与低功耗传感网络,支撑 D1/D3/D5,7,A Low-Cost pH Sensor for Real-Time Monitoring of Aquaculture Systems in a Multi-Layer Wireless Sensor Network,"Binta Mohammed Adib Zeta, Sifat U. Alam, Gazi M. A. Ehsan Ur Rahman, Khawza Iftekhar Uddin Ahmed",Sensors,2025,国外,4,工程落地,10.3390/s25092824,s25092824
E1,养殖物联网感知与低功耗传感网络,支撑 D1/D3/D5,8,Aquatic Environmental Monitoring with Sensor Network,"Ananya Khatei, Parvaiz Ahmad Ganie, Ravindra Posti, Jayashri Mahadev Swamy",Information Technology in Fisheries and Aquaculture,2025,国外,2,方法/分析,10.1007/978-981-97-8553-7_9,978-981-97-8553-7_9
E1,养殖物联网感知与低功耗传感网络,支撑 D1/D3/D5,9,Design and Implementation of Aquaculture Farm Environment Monitoring System Based on IoT,"Lei Wang, Kunqin Li","2025 6th International Conference on Electrical, Electronic Information and Communication Engineering (EEICE)",2025,国内,0,工程落地,10.1109/eeice65049.2025.11034025,eeice65049.2025.11034025
E1,养殖物联网感知与低功耗传感网络,支撑 D1/D3/D5,10,Design of an Intelligent Monitoring System for Aquaculture Environment Based on Internet of Things,"Zhenzhen Yin, Lijuan Shi, Qiqi Shen","2025 International Conference on Computers, Information Processing and Advanced Education (CIPAE)",2025,国内,0,工程落地,10.1109/cipae66821.2025.00058,cipae66821.2025.00058
E1,养殖物联网感知与低功耗传感网络,支撑 D1/D3/D5,11,Integration of Wireless Sensor Network with a CubeSat Satellite System for Enhanced Agricultural Monitoring,"Mayamiko Msonkho, Arno Barnard",2025 IEEE AFRICON,2025,国外,0,工程落地,10.1109/africon66545.2025.11533807,africon66545.2025.11533807
E1,养殖物联网感知与低功耗传感网络,支撑 D1/D3/D5,12,Wireless Sensor Network for Environmental Monitoring in Pitaya Farming,"Adrian Hinostroza, Jimmy Tarrillo, Moises Nuñez",2025 IEEE Conference on AgriFood Electronics (CAFE),2025,国外,0,方法/分析,10.1109/cafe66884.2025.11547447,cafe66884.2025.11547447
E1,养殖物联网感知与低功耗传感网络,支撑 D1/D3/D5,13,Energy Efficient Multi-Sink Hybrid Data gathering Framework for Smart Agriculture Monitoring System in Wireless Sensor Network,"Sanjay Kumar Biswal, Sampa Sahoo, Prabhudutta Mohanty",Journal of Neonatal Surgery,2025,国外,0,工程落地,10.63682/jns.v14i32s.7819,jns.v14i32s.7819
E1,养殖物联网感知与低功耗传感网络,支撑 D1/D3/D5,14,An Efficient Deployment Scheme With Network Performance Modeling for Underwater Wireless Sensor Networks,"Cangzhu Xu, Shanshan Song, Jun Liu, Yuanbo Xu, Shouheng Che, Bin Lin, Gaochao Xu",IEEE Internet of Things Journal,2024,国内,37,工程落地,10.1109/jiot.2023.3318222,jiot.2023.3318222
E1,养殖物联网感知与低功耗传感网络,支撑 D1/D3/D5,15,Development of a smart irrigation monitoring system employing the wireless sensor network for agricultural water management,"Yogesh Kumar Kushwaha, Amrita Joshi, Rajib Kumar Panigrahi, Ashish Pandey",Journal of Hydroinformatics,2024,国外,14,工程落地,10.2166/hydro.2024.241,hydro.2024.241
E1,养殖物联网感知与低功耗传感网络,支撑 D1/D3/D5,16,Integrated Aquaculture Monitoring System Using Combined Wireless Sensor Networks and Deep Reinforcement Learning,"Wen-Tsai Sung, Indra Griha Tofik Isa, Sung-Jung Hsiao",Sensors and Materials,2024,国外,7,工程落地,10.18494/sam4660,sam4660
E1,养殖物联网感知与低功耗传感网络,支撑 D1/D3/D5,17,Q-Learning-Based Energy-Efficient Routing Protocol for Underwater Wireless Sensor Networks,"Xuerui Liu, Feng Zhou",2024 OES China Ocean Acoustics (COA),2024,国内,2,方法/分析,10.1109/coa58979.2024.10723718,coa58979.2024.10723718
E1,养殖物联网感知与低功耗传感网络,支撑 D1/D3/D5,18,Wireless Sensor Networks for Precision Livestock Monitoring,Dr. John Smith,American Journal Of Sensor Networks And Wireless Communications,2024,国外,1,方法/分析,10.71465/ajsnwc.3207,ajsnwc.3207
E1,养殖物联网感知与低功耗传感网络,支撑 D1/D3/D5,19,Design of Low-Power Underwater Backscatter Sensor Node,"Zhanpeng Tong, Heng Xiao, Xuekun Jia, Li Li",2024 IEEE 24th International Conference on Communication Technology (ICCT),2024,国内,0,方法/分析,10.1109/icct62411.2024.10946317,icct62411.2024.10946317
E1,养殖物联网感知与低功耗传感网络,支撑 D1/D3/D5,20,Design of LoRa-based multi-parameters river water quality monitoring system,"Shunxiang Sun, Yuanhui Cui, Denghui He, Xin Wang",2024 9th International Symposium on Computer and Information Processing Technology (ISCIPT),2024,国内,0,工程落地,10.1109/iscipt61983.2024.10673138,iscipt61983.2024.10673138
E1,养殖物联网感知与低功耗传感网络,支撑 D1/D3/D5,21,Design of fire water supply pipeline pressure monitoring system based on LoRa,"Lanying Zhao, Jinxue Pan, Xiqiang Lan","2024 IEEE 6th Advanced Information Management, Communicates, Electronic and Automation Control Conference (IMCEC)",2024,国内,0,工程落地,10.1109/imcec59810.2024.10575566,imcec59810.2024.10575566
E1,养殖物联网感知与低功耗传感网络,支撑 D1/D3/D5,22,Design of UAV mariculture monitoring system based on LoRa communication technology,"Qian Bao, Xujie Hou, Yonghui Xie",Proceedings of the 5th International Conference on Computer Information and Big Data Applications,2024,国内,0,工程落地,10.1145/3671151.3671205,3671151.3671205
E1,养殖物联网感知与低功耗传感网络,支撑 D1/D3/D5,23,An Optimized Deployment Method for Underwater Wireless Sensor Networks Based on Probability Density for Node Depth Self-Adjustment,"Wenbo Zhang, Jinchi Dai",2024 2nd International Conference on Signal Processing and Intelligent Computing (SPIC),2024,国内,0,工程落地,10.1109/spic62469.2024.10691600,spic62469.2024.10691600
E1,养殖物联网感知与低功耗传感网络,支撑 D1/D3/D5,24,Wireless Information and Power Transfer in Underwater Acoustic Sensor Networks,"Feng Yizhi, Ji Fei",China Communications,2024,国内,0,方法/分析,10.23919/jcc.fa.2021-0186.202410,jcc.fa.2021-0186.202410
E1,养殖物联网感知与低功耗传感网络,支撑 D1/D3/D5,25,Hop-Based High-Value Information Underwater Wireless Sensor Routing Protocol,"Yan Chen, Yaoyu Mu, Yun Li",2024 IEEE/CIC International Conference on Communications in China (ICCC Workshops),2024,国内,0,方法/分析,10.1109/icccworkshops62562.2024.10693781,icccworkshops62562.2024.10693781
E1,养殖物联网感知与低功耗传感网络,支撑 D1/D3/D5,26,A Smart Farm Monitoring and Control System using Wireless Sensor Network,Ndubueze Herbert Otuosorochi,"International Journal of Advanced Research in Science, Communication and Technology",2024,国外,0,工程落地,10.48175/ijarsct-19304,ijarsct-19304
E1,养殖物联网感知与低功耗传感网络,支撑 D1/D3/D5,27,Underwater Wireless Sensor Network Performance Analysis Using Diverse Routing Protocols,"Kaveripaka Sathish, Chinthaginjala Venkata Ravikumar, Anbazhagan Rajesh, Giovanni Pau",Journal of Sensor and Actuator Networks,2022,国外,53,方法/分析,10.3390/jsan11040064,jsan11040064
E1,养殖物联网感知与低功耗传感网络,支撑 D1/D3/D5,28,A Low-Cost AI Buoy System for Monitoring Water Quality at Offshore Aquaculture Cages,"Hoang-Yang Lu, Chih-Yung Cheng, Shyi-Chyi Cheng, Yu-Hao Cheng, Wen-Chen Lo, Wei-Lin Jiang, Fan-Hua Nan, Shun-Hsyung Chang, Naomi A. Ubina",Sensors,2022,国内,50,工程落地,10.3390/s22114078,s22114078
E1,养殖物联网感知与低功耗传感网络,支撑 D1/D3/D5,29,Multisensor monitoring and water quality prediction for live ornamental fish transportation based on artificial neural network,"Rehan Saeed, Luwei Zhang, Zhizhong Cai, Muhammad Ajmal, Xiaoshuan Zhang, Muhammad Akhter, Jinyou Hu, Zetian Fu",Aquaculture Research,2022,国内,18,方法/分析,10.1111/are.15799,are.15799
E1,养殖物联网感知与低功耗传感网络,支撑 D1/D3/D5,30,Internet of Things (IoT)‐based aquaculture: An overview of IoT application on water quality monitoring,"Dipika Roy Prapti, Abdul Rashid Mohamed Shariff, Hasfalina Che Man, Norulhuda Mohamed Ramli, Thinagaran Perumal, Mohamed Shariff",Reviews in Aquaculture,2021,国外,132,工程落地,10.1111/raq.12637,raq.12637
E1,养殖物联网感知与低功耗传感网络,支撑 D1/D3/D5,31,An Integrated Wireless Multi-Sensor System for Monitoring the Water Quality of Aquaculture,"Jen-Yung Lin, Huan-Liang Tsai, Wei-Hong Lyu",Sensors,2021,国内,74,工程落地,10.3390/s21248179,s21248179
E1,养殖物联网感知与低功耗传感网络,支撑 D1/D3/D5,32,"Design and Application of a Low-Cost, Low- Power, LoRa-GSM, IoT Enabled System for Monitoring of Groundwater Resources With Energy Harvesting Integration","Omar H. Kombo, Santhi Kumaran, Alastair Bovim",IEEE Access,2021,国外,61,工程落地,10.1109/access.2021.3112519,access.2021.3112519
E1,养殖物联网感知与低功耗传感网络,支撑 D1/D3/D5,33,Oceanographic processes control dissolved oxygen variability at a commercial Atlantic salmon farm: Application of a real-time sensor network,"Meredith Burke, Jon Grant, Ramon Filgueira, Tim Stone",Aquaculture,2021,国外,51,工程落地,10.1016/j.aquaculture.2020.736143,j.aquaculture.2020.736143
E1,养殖物联网感知与低功耗传感网络,支撑 D1/D3/D5,34,An Uneven Node Self-Deployment Optimization Algorithm for Maximized Coverage and Energy Balance in Underwater Wireless Sensor Networks,"Luoheng Yan, Yuyao He, Zhongmin Huangfu",Sensors,2021,国内,32,工程落地,10.3390/s21041368,s21041368
E2,养殖数字孪生与决策支持平台,支撑 D3/D5,1,Smart Aquaculture Cloud Platform Centered on AI Agricultural Aquaculture Agent,"Yinuo Zhang, Xing Jia, Zihui Wang, Zhiyi Zhou, Boyu Liu",2026 6th International Conference on Computer Communication and Artificial Intelligence (CCAI),2026,国内,0,工程落地,10.1109/ccai69603.2026.11642108,ccai69603.2026.11642108
E2,养殖数字孪生与决策支持平台,支撑 D3/D5,2,Digital Twin for Aquaculture,"Martin Føre, Fearghal O’Donncha, T. Norton, Jon Grant",Aquatic Production Systems,2026,国外,0,方法/分析,10.1007/978-3-032-10362-8_6,978-3-032-10362-8_6
E2,养殖数字孪生与决策支持平台,支撑 D3/D5,3,"Climate Change, Marine Aquaculture and the Digital Twin","Gregor Reid, Lynne Falconer, Elisabeth Ytteborg, Brian Helmuth, Hanne Digre, Torstein Kristensen",Aquatic Production Systems,2026,国外,0,方法/分析,10.1007/978-3-032-10362-8_7,978-3-032-10362-8_7
E2,养殖数字孪生与决策支持平台,支撑 D3/D5,4,"Aquaculture Robotics: Challenges, Opportunities and Future Prospects and the Role of Digital Twin Technology and Autonomous Solutions","Linn D. Evjemo, Sveinung J. Ohrem, Biao Su, Martin Føre, Eleni Kelasidi",Aquatic Production Systems,2026,国外,0,方法/分析,10.1007/978-3-032-10362-8_2,978-3-032-10362-8_2
E2,养殖数字孪生与决策支持平台,支撑 D3/D5,5,Vague Set–Driven Decision Support System for Early Warning of Water Quality Deterioration in Aquaculture,"Anita Pandey, Rajesh Dangwal, Ajay Pandey",,2026,国外,0,工程落地,10.21203/rs.3.rs-8664976/v1,v1
E2,养殖数字孪生与决策支持平台,支撑 D3/D5,6,"FishMet: A Digital Twin Framework for Appetite, Feeding Decisions and Growth in Salmonid Fish","Sergey Budaev, Giovanni M. Cusimano, Ivar Rønnestad","Aquaculture, Fish and Fisheries",2025,国外,7,工程落地,10.1002/aff2.70064,aff2.70064
E2,养殖数字孪生与决策支持平台,支撑 D3/D5,7,RETRACTED CHAPTER: Digital Twin Technology for Aquaculture Systems Simulation,"Bejawada Chanikya Naidu, M. D. Sahana, Muzammal Hoque, Sonam Angmo, Kanchi Bhargavi",Information Technology in Fisheries and Aquaculture,2025,国外,2,工程落地,10.1007/978-981-97-8553-7_10,978-981-97-8553-7_10
E2,养殖数字孪生与决策支持平台,支撑 D3/D5,8,Analysis of energy saving effect by heat pump capacity control of digital twin-based recirculating aquaculture system,"Hyun-Seo NAM, Seok-Kwon JEONG",Journal of the Korean Society of Fisheries Technology,2025,国外,1,工程落地,10.3796/ksfot.2025.61.3.292,ksfot.2025.61.3.292
E2,养殖数字孪生与决策支持平台,支撑 D3/D5,9,Assessing IoT and Digital Twin Readiness: Developing and Using A Fuzzy Logic-Driven Maturity Model in Aquaculture Systems,"Abrar Alhammadi, Concetta Semeraro, Imad Alsyouf",,2025,国外,0,工程落地,10.2139/ssrn.5861146,ssrn.5861146
E2,养殖数字孪生与决策支持平台,支撑 D3/D5,10,Digital Twin-Enabled Smart Farm System for Real-Time Precision Agro-Operations,"S. Vijitha, Naresh K.",Proceedings of the 1st International Conference on Computational and Cognitive Systems Science,2025,国外,0,工程落地,10.5220/0014945900005024,0014945900005024
E2,养殖数字孪生与决策支持平台,支撑 D3/D5,11,Digital Twin Ocean for China Coastal Seas,Fei Chai,,2025,国外,0,方法/分析,10.5194/egusphere-egu24-14472,egusphere-egu24-14472
E2,养殖数字孪生与决策支持平台,支撑 D3/D5,12,Design and application of smart agriculture IoT platform based on microservice architecture,"Yilang Qin, Meng Wang, Jie Zhang, Qing Zhao, Qiaoli Zhao, Guoqiang Li",Proceedings of the 2024 4th  International Conference on Internet of Things and Machine Learning,2024,国内,0,工程落地,10.1145/3697467.3697654,3697467.3697654
E2,养殖数字孪生与决策支持平台,支撑 D3/D5,13,Implementation of Measurement and Control Cloud Platform for Agricultural UAV: Case Design of Cloud Computing Course,"Feng Tang, IMRAN, Zhixuan Zhang, Yu Yang, Wenping Chen, Xiaoli Tang",Advances in Transdisciplinary Engineering,2024,国内,0,工程落地,10.3233/atde240390,atde240390
E2,养殖数字孪生与决策支持平台,支撑 D3/D5,14,Digital Twin Security of the Cyber-Physical Water Supply System,"Nikolai Fomin, Roman V. Meshcheryakov",Handbook of Digital Twins,2024,国外,0,工程落地,10.1201/9781003425724-54,9781003425724-54
E2,养殖数字孪生与决策支持平台,支撑 D3/D5,15,Design of an Aquaculture Decision Support Model for Improving Profitability of Land-based Fish Farm Based on Statistical Data,佚名,KSII Transactions on Internet and Information Systems,2024,国外,0,方法/分析,10.3837/tiis.2024.08.021,tiis.2024.08.021
E2,养殖数字孪生与决策支持平台,支撑 D3/D5,16,Design of digital twin system for aquaculture,"Jiyuan Zhang, Shaojia He, Guangyi Zou","Proceedings of the 2023 5th International Conference on Internet of Things, Automation and Artificial Intelligence",2023,国内,2,工程落地,10.1145/3653081.3653220,3653081.3653220
E2,养殖数字孪生与决策支持平台,支撑 D3/D5,17,A decision support tool for parasite management in fish aquaculture,"Kate Suzanne Hutson, Allan James Mooney, Ingo Ernst, Alexander Karlis Brazenor, Max Scheel, Javier Atalah",Reviews in Aquaculture,2022,国外,19,工程落地,10.1111/raq.12668,raq.12668
E2,养殖数字孪生与决策支持平台,支撑 D3/D5,18,AIoT Platform Design Based on Front and Rear End Separation Architecture for Smart Agricultural,"Hang Li, Sufang Li, Jiguo Yu, Yubing Han, Anming Dong",2022 4th Asia Pacific Information Technology Conference,2022,国内,12,工程落地,10.1145/3512353.3512384,3512353.3512384
E2,养殖数字孪生与决策支持平台,支撑 D3/D5,19,Web-based public decision support tool for integrated planning and management in aquaculture,"Aline Gangnery, Cédric Bacher, Adele Boyd, Hui Liu, Junyong You, Øivind Strand",Ocean &amp; Coastal Management,2021,国外,19,工程落地,10.1016/j.ocecoaman.2020.105447,j.ocecoaman.2020.105447
E2,养殖数字孪生与决策支持平台,支撑 D3/D5,20,Development of Observation Device with Multi Sensor Platform for Underwater Aquaculture Cages,"Kazuki Fukae, Tetsuo Imai, Shintaro Yamabe, Kenichi Arai, Toru Kobayashi","2021 IEEE 45th Annual Computers, Software, and Applications Conference (COMPSAC)",2021,国外,4,工程落地,10.1109/compsac51774.2021.00244,compsac51774.2021.00244
E2,养殖数字孪生与决策支持平台,支撑 D3/D5,21,Fish Farm Management System Based on IoT,"Yi-Chen Wu, Chiung-Hsing Chen, Shao-En Kao, Jwu-Jenq Chen",2021 International Symposium on Intelligent Signal Processing and Communication Systems (ISPACS),2021,国外,3,工程落地,10.1109/ispacs51563.2021.9651086,ispacs51563.2021.9651086
E3,养殖数据质量治理：缺失插补与异常检测,新方向（支撑 D3）,1,An Explainable AI Model for Anomaly Detection in Water Quality Data,"Xurxo Rigueira, David Olivieri, Maria Araujo, Maria Pazo",Water Resources Management,2026,国外,1,方法/分析,10.1007/s11269-026-04676-2,s11269-026-04676-2
E3,养殖数据质量治理：缺失插补与异常检测,新方向（支撑 D3）,2,An Efficient Real-Time Anomaly Detection Scheme for Water Quality Monitoring,"Wenjie Guo, Leijun Huang, Yang Li, Wenxian Luo",Water,2026,国内,0,方法/分析,10.3390/w18060726,w18060726
E3,养殖数据质量治理：缺失插补与异常检测,新方向（支撑 D3）,3,Anomaly Detection and Feature Extraction Methods for Multi-Parameter Seawater Monitoring Data,Mohan Li,Frontiers in Artificial Intelligence and Applications,2026,国内,0,方法/分析,10.3233/faia260358,faia260358
E3,养殖数据质量治理：缺失插补与异常检测,新方向（支撑 D3）,4,Data-Driven Lake Water Quality Forecasting for Time Series with Missing Data Using Machine Learning,"Rishit Chatterjee, Tahiya Chowdhury",2026 IEEE Conference on Technologies for Sustainability (SusTech),2026,国外,0,方法/分析,10.1109/sustech67720.2026.11536227,sustech67720.2026.11536227
E3,养殖数据质量治理：缺失插补与异常检测,新方向（支撑 D3）,5,Hybrid Machine Learning Approach for Evaluation and Imputation of Missing Water Quality Data: Application to the Tigris River,"Sarah  M. Al-Dulaimi, Mahmoud  Saleh Al-Khafaji, Khalid Shemal",,2026,国外,0,工程落地,10.2139/ssrn.6960910,ssrn.6960910
E3,养殖数据质量治理：缺失插补与异常检测,新方向（支撑 D3）,6,Data-Driven Monitoring for Thermal Water Quality Control: Anomaly Detection from Predictive Forecasting in the AQUAPRED Project,"Abel Pampín Rodríguez, Elena Hernández Pereira, María Lourdes Mourelle, José Luis Legido Soto",Water,2026,国外,0,工程落地,10.3390/w18131654,w18131654
E3,养殖数据质量治理：缺失插补与异常检测,新方向（支撑 D3）,7,Missing values imputation in ocean buoy time series data,"Samarpan Chakraborty, Kayo Ide, Balakumar Balachandran",Ocean Engineering,2025,国外,14,方法/分析,10.1016/j.oceaneng.2024.120145,j.oceaneng.2024.120145
E3,养殖数据质量治理：缺失插补与异常检测,新方向（支撑 D3）,8,Multivariate functional data analysis and machine learning methods for anomaly detection in water quality sensor data,"Xurxo Rigueira, David Olivieri, Maria Araujo, Angeles Saavedra, Maria Pazo",Environmental Modelling &amp; Software,2025,国外,8,方法/分析,10.1016/j.envsoft.2025.106443,j.envsoft.2025.106443
E3,养殖数据质量治理：缺失插补与异常检测,新方向（支撑 D3）,9,Leveraging Spatiotemporal Redundancy for Sensor Data Imputation in Water Distribution Networks,"Ang Xu, Avi Ostfeld, Yu Shao, Tuqiao Zhang, Shipeng Chu, Yu Tian, Dewu Jian",Water Resources Research,2025,国内,3,方法/分析,10.1029/2025wr040528,2025wr040528
E3,养殖数据质量治理：缺失插补与异常检测,新方向（支撑 D3）,10,Enhancing Water Quality Monitoring: An Integrated Machine Learning Framework with Physical Constraints for Imputation and Time Series Downscaling,"Leifang Li, Dawen Yang",,2025,国外,1,工程落地,10.5194/egusphere-egu24-5988,egusphere-egu24-5988
E3,养殖数据质量治理：缺失插补与异常检测,新方向（支撑 D3）,11,Online Anomaly Detection in Multi-Parameter Sensor Data Stream for Water Networks,"Jyotirmoy Bhardwaj, Linga Reddy Cenkeramaddi","2025 International Conference on Artificial Intelligence, Computer, Data Sciences and Applications (ACDSA)",2025,国外,1,方法/分析,10.1109/acdsa65407.2025.11166250,acdsa65407.2025.11166250
E3,养殖数据质量治理：缺失插补与异常检测,新方向（支撑 D3）,12,Chemical monitoring for shallow-water subsea CCS: Anomaly detection and sensor coverage,"J. Greenwood, M. Mongin, E. Van Ooijen, A.S. Ross, C. Jenkins, D. Slawinski",International Journal of Greenhouse Gas Control,2025,国外,1,方法/分析,10.1016/j.ijggc.2025.104407,j.ijggc.2025.104407
E3,养殖数据质量治理：缺失插补与异常检测,新方向（支撑 D3）,13,A Fast Latent Factorization of Tensors Model for Imputation of Missing Value in Water Quality Data,"Qian Liu, Lan Wang, Bing Yang, Hao Wu",2025 IEEE 5th International Conference on Human-Machine Systems (ICHMS),2025,国内,0,方法/分析,10.1109/ichms65439.2025.11154263,ichms65439.2025.11154263
E3,养殖数据质量治理：缺失插补与异常检测,新方向（支撑 D3）,14,Implementation of Missing Data Imputation Techniques for Water Quality Dataset: A Comparative Study from Mumbai Region,"Rohini Nair, Manish Potey",2025 International Conference on Intelligent Systems and Pioneering Innovations in Robotics and Electric Mobility (INSPIRE),2025,国外,0,工程落地,10.1109/inspire67328.2025.11300660,inspire67328.2025.11300660
E3,养殖数据质量治理：缺失插补与异常检测,新方向（支撑 D3）,15,Anomaly detection in groundwater monitoring data using LSTM-Autoencoder neural networks,"Fatemeh Rezaiezadeh Roukerd, Mohammad Mahdi Rajabi",Environmental Monitoring and Assessment,2024,国外,24,方法/分析,10.1007/s10661-024-12848-z,s10661-024-12848-z
E3,养殖数据质量治理：缺失插补与异常检测,新方向（支撑 D3）,16,A Novel Method for Anomaly Detection and Signal Calibration in Water Quality Monitoring of an Urban Water Supply System,"Jincheng Liu, Di Wu, Hadi Mohammed, Razak Seidu",Water,2024,国外,11,工程落地,10.3390/w16091238,w16091238
E3,养殖数据质量治理：缺失插补与异常检测,新方向（支撑 D3）,17,Real-Time Anomaly Detection for Water Quality Sensor Monitoring Based on Multivariate Deep Learning Technique,"Engy El-Shafeiy, Maazen Alsabaan, Mohamed I. Ibrahem, Haitham Elwahsh",Sensors,2023,国外,124,方法/分析,10.3390/s23208613,s23208613
E3,养殖数据质量治理：缺失插补与异常检测,新方向（支撑 D3）,18,Efficient Data-Driven Machine Learning Models for Water Quality Prediction,"Elias Dritsas, Maria Trigka",Computation,2023,国外,81,方法/分析,10.3390/computation11020016,computation11020016
E3,养殖数据质量治理：缺失插补与异常检测,新方向（支撑 D3）,19,A Review of Data Quality and Cost Considerations for Water Quality Monitoring at the Field Scale and in Small Watersheds,"Robert Daren Harmel, Heather Elise Preisendanz, Kevin Wayne King, Dennis Busch, Francois Birgand, Debabrata Sahoo",Water,2023,国外,34,方法/分析,10.3390/w15173110,w15173110
E3,养殖数据质量治理：缺失插补与异常检测,新方向（支撑 D3）,20,Imputation of Ammonium Nitrogen Concentration in Groundwater Based on a Machine Learning Method,"Wanlu Li, Xueyan Ye, Xinqiang Du",Water,2022,国内,10,方法/分析,10.3390/w14101595,w14101595
E3,养殖数据质量治理：缺失插补与异常检测,新方向（支撑 D3）,21,Application of Deep Learning and Transfer Learning in Continuous Missing Value Imputation of Water Quality Data,"Li Lyu, Yankun Hu, Ning Wang, Xiaolei Zhou, Meng Fang",2022 IEEE 8th International Conference on Computer and Communications (ICCC),2022,国内,2,工程落地,10.1109/iccc56324.2022.10065657,iccc56324.2022.10065657
E3,养殖数据质量治理：缺失插补与异常检测,新方向（支撑 D3）,22,Water-Quality Data Imputation with a High Percentage of Missing Values: A Machine Learning Approach,"Rafael Rodríguez, Marcos Pastorini, Lorena Etcheverry, Christian Chreties, Mónica Fossati, Alberto Castro, Angela Gorgoglione",Sustainability,2021,国外,61,方法/分析,10.3390/su13116318,su13116318
E3,养殖数据质量治理：缺失插补与异常检测,新方向（支撑 D3）,23,Has Third-Party Monitoring Improved Water Pollution Data Quality? Evidence from National Surface Water Assessment Sections in China,"Liange Zhao, Mengyao Hong, Xueyuan Wang",Water,2021,国内,3,方法/分析,10.3390/w13202917,w13202917
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,1,Hydrodynamic Analysis of the Underwater Launch Process for a Quadcopter Unmanned Aerial Vehicle Transported by an Autonomous Underwater Vehicle,"Kang An, Yuchen Liao, Jinjun Jia, Dapeng Jiang",Journal of Marine Science and Engineering,2026,国内,2,方法/分析,10.3390/jmse14040357,jmse14040357
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,2,Aquaculture Net Cage Breakage Detection Based on improved YOLOv8,"Jincheng Wan, Lei Li",2026 5th International Symposium on Computer Applications and Information Technology (ISCAIT),2026,国内,1,方法/分析,10.1109/iscait69154.2026.11477481,iscait69154.2026.11477481
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,3,An Improved YOLOv11-seg Underwater Net Cage State Instance Segmentation Method with Dual Attention Mechanism Fusion,"Nan Yu, Wenlin Yang","2026 9th International Conference on Advanced Electronic Technology, Computers and Software Engineering (AETCSE)",2026,国内,0,方法/分析,10.1109/aetcse69203.2026.11504421,aetcse69203.2026.11504421
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,4,Development and Application of an Inspection-Robot-Based Digital Twin Platform for Cage-Reared Broilers,"Sai Luo, Wanchao Zhang, Deqi Hao, He Zhu, Jingkun Sun, Jiaze Sun, Changxi Chen",Agriculture,2026,国内,0,工程落地,10.3390/agriculture16171845,agriculture16171845
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,5,Design and Simulation Study of an Autonomous Underwater Pipeline Inspection System Using a Biomimetic Fish Robot Based on OpenMV and STM32,Ze Fu,"2026 International Conference on Electrical, Control and Information Technology (ECITech)",2026,国内,0,工程落地,10.1109/ecitech69277.2026.11601534,ecitech69277.2026.11601534
E4,水下机器人与网箱巡检装备,新方向（支撑 D2）,6,RGI-Net: A Recursive Gated Injection Network for Underwater Image Restoration in Marine Inspection,"Yu Lin, Mingming Wen, Shuiyuan He, Laiyong Song",Journal of Marine Science and Engineering,2026,国内,0,方法/分析,10.3390/jmse14171594,jmse14171594
